keys,en,fr,zh,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
EFFECT_SLOW_PROJECTILES_ON_HIT,Hitting an enemy spawns {0} projectiles that deal {1} ({3}) damage and slow enemies around them,Toucher un ennemi génère {0} projectiles qui infligent {1} ({3}) dégâts et ralentissent les ennemis autour d’eux,击中敌人时产生{0}投射物，造成{1}（{3}）伤害并使周围的敌人减速,敵に命中すると、ダメージを {1}（{3}） 与え、周りの敵を遅くする発射物が {0} 出現します,적을 타격하면 {1}({3}) 대미지를 가하고 주위의 적을 느리게 하는 발사체 {0}개 생성,擊中敵人時產生能造成{1}（{3}）傷害的{0}投射物，並使周圍的敵人減速,"При попадании по врагу вы создадите снаряды ({0}), которые замедляют его и наносят урон: {1} ({3}).",Trafianie wrogów generuje pociski ({0}) zadające {1} ({3}) pkt. obrażeń i spowalniające pobliskich wrogów,Invoca {0} proyectiles que causan {1} ({3}) de daño y ralentiza a los enemigos alrededor al golpear a un enemigo,Acertar um inimigo gera {0} projéteis que causam {1} ({3}) de dano e desaceleram os inimigos ao redor.,"Wird ein Gegner getroffen, spawnen {0} Projektile, die {1} ({3}) Schaden verursachen und Gegner im Umkreis verlangsamen",Bir düşmana vurunca yakındaki diğer düşmanları yavaşlatan ve {1} ({3}) hasar veren {0} roket ateşlenir,"Quando colpisci un nemico, crei {0} proiettili che infliggono {1} ({3}) danni e rallentano i nemici vicini."
EFFECT_LIGHTNING_ON_HIT,Hitting an enemy spawns a lightning projectile that bounces {2} times and deals {1} ({3}) damage,Toucher un ennemi génère un éclair qui rebondit {2} fois et inflige {1} ({3}) dégâts,击中敌人时产生雷电投射物，反弹{2}次，造成{1}（{3}）伤害,敵に命中すると、 {2} 回跳ね返り、ダメージを {1}（{3}） 与える稲妻発射物が出現します,적을 타격하면 {2}번 튕기고 {1}({3}) 대미지를 가하는 번개 발사체 생성,擊中敵人時產生能反彈{2}次並造成{1}（{3}）的雷光投射物,"При попадании по врагу вы создадите снаряд-молнию, который отскочит {2} р. и нанесет урон: {1} ({3}).","Trafianie wrogów generuje błyskawicę-pocisk, która odbija się {2} razy i zadaje {1} ({3}) pkt. obrażeń",Invoca un proyectil eléctrico que rebota {2} veces y causa {1} ({3}) de daño al golpear a un enemigo,Acertar um inimigo gera um projétil elétrico capaz de {2} rebotes e causa {1} ({3}) de dano.,"Wird ein Gegner getroffen, spawnt ein Blitzprojektil, das {2} Mal abprallt und {1} ({3}) Schaden verursacht",Bir düşmana vurunca {2} kere seken ve {1} ({3}) hasar veren bir şimşek roketi ateşlenir,"Quando colpisci un nemico, crei un proiettile elettrico che rimbalza {2} volte e infligge {1} ({3}) danni."
EFFECT_CHANCE_DOUBLE_GOLD,{0} chance to double the value of picked up materials,{0} chance de doubler la valeur des matériaux ramassés,拾取材料时有{0}概率使其价值翻倍,{0} の確率で、拾った材料の価値が2倍になります,주운 재료의 가치가 {0} 확률로 두 배가 됨,當撿起素材時有{0}的機率讓價值翻倍,Шанс {0} удвоить ценность собранных материалов.,{0} szans na podwojenie wartości podnoszonych materiałów,{0} de probabilidad de duplicar el valor de los materiales recogidos,{0} de chance de dobrar o valor dos materiais coletados.,"Chance von {0}, den Wert der aufgesammelten Materialien zu verdoppeln",{0} olasılıkla toplanan malzemelerin değeri iki katına çıkar,{0} di probabilità di raddoppiare il valore dei materiali raccolti.
EFFECT_GAIN_PCT_GOLD_START_WAVE,{0} of your materials at the start of waves,{0} de vos matériaux au début des vagues,敌袭开始时{0}材料,波の開始時、材料の {0},웨이브 시작 시 재료의 {0},當敵襲開始時{0}你的素材,{0} материалов в начале волны.,{0} twoich materiałów na początku fal,{0} de tus materiales al comenzar una oleada,{0} de seus materiais no início das ondas.,Erhalte {0} deiner Materialien am Anfang einer Welle,Hücumun başında malzeme sayısını {0} artırır,{0} di materiali all'inizio delle ondate.
EFFECT_GAIN_PCT_GOLD_START_WAVE_LIMITED,{0} of your materials at the start of waves (stops working at wave {1}),{0} de vos matériaux au début des vagues (arrête de fonctionner à la vague {1}),敌袭开始时{0}材料（在第{1}波敌袭后结束）,ウェーブ開始時、材料の{0}（ウェーブ{1}で終了）,웨이브 시작 시 재료의 {0}(웨이브 {1}에서 멈춤),當敵襲開始時{0}你的素材（於第{1}波敵襲失效）,{0} материалов в начале волны (перестает работать с волной {1}).,{0} twoich materiałów na początku fali (przestaje działać przy fali {1}),{0} de tus materiales al comenzar una oleada (finaliza en la oleada {1}),{0} de seus materiais no início das ondas (funciona até a onda {1}).,Erhalte {0} deiner Materialien am Anfang einer Welle (funktioniert ab Welle {1} nicht mehr),Hücumun başında malzeme sayısını {0} artırır ({1}. hücuma kadar geçerlidir),{0} di materiali all'inizio delle ondate fino all'ondata {1}.
EFFECT_BOUNCING,Your projectiles gain {0} bounce,Vos projectiles gagnent {0} rebond,你的投射物获得{0}次反弹,発射物が跳ね返りを {0} 獲得します,발사체가 {0}만큼의 튕김을 획득,你的投射物獲得{0}反彈,Ваши снаряды будут отскакивать {0} р.,Twój pocisk zyskuje odbicia: {0},Tus proyectiles obtienen {0} de rebote,Seus projéteis ganham {0} rebote.,Deine Projektile erhalten {0} Abpraller,Roketler {0} sekme kazanır,{0} al rimbalzo dei proiettili.
EFFECT_HEAL_WHEN_PICKUP_GOLD,{0} chance to heal 1 HP when picking up a material,{0} chance de récupérer 1 PV en ramassant un matériau,拾取材料时有{0}概率恢复1点生命,{0} の確率で、材料を拾うとHPが1回復します,재료를 획득할 때 {0} 확률로 1 HP를 치료,當撿起素材時有{0}的機率治癒1HP,Шанс {0} восстановить 1 ОЗ при сборе материала.,{0} szans na odzyskanie 1 PZ przy podniesieniu materiału,{0} de probabilidad de recuperar 1 PS al recoger un material,{0} de chance de recuperar 1 PV ao coletar um material.,"Chance von {0}, 1 LP zu heilen, wenn du ein Material aufsammelst",{0} olasılıkla malzeme toplarken 1 Sağlık yenilenir,{0} di probabilità di recuperare 1 PS quando raccogli un materiale.
EFFECT_ITEM_BOX_GOLD,{0} materials when you pick up a crate,{0} matériaux lorsque vous récupérez une caisse,拾取箱子时{0}材料,木箱を拾うと、材料 {0},상자를 획득할 때 {0}개의 재료,當撿起木箱時{0}素材,{0} к материалам при поднимании ящика.,{0} materiałów przy podniesieniu skrzynki,{0} materiales al recoger una caja,{0} materiais ao coletar uma caixa.,Beim Aufsammeln einer Kiste erhältst du {0} Materialien,Sandık {0} malzeme verir,{0} materiali quando raccogli una cassa.
EFFECT_ENEMY_SPEED_POS,Enemies move {0} faster,Les ennemis se déplacent {0} plus vite,敌人移速提高{0},敵の移動速度が {0} 増加します,적이 {0} 만큼 더 빠르게 이동,敵人移動增快{0},Враги двигаются на {0} быстрее.,Wrogowie poruszają się {0} szybciej,Los enemigos se mueven un {0} más rápido,Aumenta em {0} a velocidade dos inimigos.,Gegner bewegen sich {0} schneller,Düşmanlar {0} daha hızlı hareket eder,La velocità di movimento dei nemici aumenta ({0}).
EFFECT_ENEMY_SPEED_NEG,Enemies move {0} slower,Les ennemis se déplacent {0} plus lentement,敌人移速降低{0},敵の移動速度が {0} 減少します,적이 {0} 만큼 더 느리게 이동,敵人移動減慢{0},Враги двигаются на {0} медленнее.,Wrogowie poruszają się {0} wolniej,Los enemigos se mueven un {0} más lento,Reduz em {0} a velocidade dos inimigos.,Gegner bewegen sich {0} langsamer,Düşmanlar {0} daha yavaş hareket eder,La velocità di movimento dei nemici diminuisce ({0}).
EFFECT_GOLD_ON_CRIT_KILL,{0} material when killing an enemy with a critical hit,{0} matériel lorsque vous tuez un ennemi avec un coup critique,暴击杀死敌人时{0}材料,クリティカルヒットで敵を倒すと、材料 {0},치명타로 적을 처치할 때 재료 {0},當以爆擊殺死敵人時{0}素材,{0} к материалам за убийство врага критическим ударом.,{0} materiałów po zabiciu wroga trafieniem krytycznym,{0} material(es) al eliminar a un enemigo con un golpe crítico,{0} de material ao eliminar um inimigo com um acerto crítico.,Beim Töten eines Gegners mit einem kritischen Treffer erhältst du {0} Materialien,Düşmanı kritik vuruşla öldürünce {0} malzeme kazanırsın,{0} materiali quando uccidi un nemico con un colpo critico.
EFFECT_STAT_WHILE_NOT_MOVING,{0} {1} while standing still,{0} {1} tant que vous êtes immobile,当站立不动时{0}{1},静止中、 {0}{1},가만히 서 있을때 {0} {1},當站立不動時{0}{1},{0} к параметру «{1}» в неподвижности.,"{0} {1}, gdy stoisz bez ruchu",{0} de {1} al no moverte,{0} de {1} quando estiver imóvel.,"{0} {1}, wenn du dich nicht bewegst",Kıpırdamadan durmak {0} {1} sağlar,{0} {1} mentre non ti muovi.
EFFECT_HP_START_NEXT_WAVE,Start the next wave with 1 HP,Vous commencez la prochaine vague avec 1 PV,下场敌袭以1点生命值开始,次の波をHP 1で開始します,1 HP로 다음 웨이브 시작,下一場敵襲以1HP開始,В начале следующей волны у вас будет 1 ОЗ.,Rozpocznij kolejną falę z 1 PZ,Comienza la siguiente oleada con 1 PS,Inicia a próxima onda com 1 PV.,Beginne die nächste Welle mit 1 LP,Sıradaki hücumu 1 Sağlık ile başlat,Inizia l'ondata successiva con 1 PS.
EFFECT_GAIN_STAT_END_OF_WAVE,{0} {1} at the end of a wave,{0} {1} à la fin d’une vague,敌袭结束后{0}{1},波の終わりに {0}{1},웨이브가 끝날 때 {0} {1},敵襲結束後{0}{1},{0} к параметру «{1}» в конце волны.,{0} {1} na koniec fali,{0} {1} al final de la oleada,{0} de {1} ao fim de uma onda.,{0} {1} am Ende einer Welle,Hücum sonunda {0} {1} sağlar,{0} {1} alla fine di un'ondata.
EFFECT_CONVERT_STAT_END_OF_WAVE,{0} of your {1} are converted into {2} at the end of a wave ({3} {1} = {4} {2}),{0} de vos {1} sont convertis en {2} à la fin d'une vague ({3} {1} = {4} {2}),{0}的{1}在敌袭结束后会转换为{2}（{3}{1}={4}{2}）,波の終わりに {1} の {0} が {2} に変換されます（{3} {1} = {4} {2}）,웨이브가 끝날 때 {1}의 {0}이(가) {2}로 변환됩니다 ({3} {1} = {4} {2}),你的{1}的{0}在敵襲結束後會轉換為{2}（{3}{1}={4}{2}）,{0} вашего параметра «{1}» в конце волны преобразуется в параметр «{2}»: {1} ({3}) = {2} ({4}).,{0} twoich {1} zmienia się w {2} na koniec fali ({3} {1} = {4} {2}),{1} de tus {0} se convierten en {2} al final de la oleada ({3} de {1} = {4} de {2}),{0} de {1} se converte em {2} ao fim de uma onda ({3} de {1} = {4} de {2}),{0} von {1} wird am Ende einer Welle in {2} umgewandelt ({3} {1} = {4} {2}),Hücum sonunda {1} özelliğin {0} oranında {2} olarak değişir ({3} {1} = {4} {2}),{0} di {1} convertito in {2} alla fine di un'ondata ({3} {1} = {4} {2}).
EFFECT_CONVERT_STAT_TEMP_HALF_WAVE,{0} of your {1} are temporarily converted into {2} halfway through a wave ({3} {1} = {4} {2}),{0} de vos {1} sont convertis temporairement en {2} à la moitié d'une vague ({3} {1} = {4} {2}),{0}的{1}在敌袭中途后会暂时转换为{2}（{3}{1}={4}{2}）,ウェーブ終了時に{1}の{0}が一時的に{2}に変換されます（{3} {1} = {4} {2}）,웨이브의 중간까지 {1}의 {0}이(가) {2}로 일시적으로 변환됩니다 ({3} {1} = {4} {2}),你的{0}的{1}在敵襲中途會暫時轉換為{2}（{3}{1}={4}{2}）,{0} вашего параметра «{1}» в середине волны временно преобразуется в параметр «{2}»: {3} ({1}) = {4} ({2}).,{0} z twoich {1} tymczasowo zmienia się w {2} w połowie fali ({3} {1} = {4} {2}),{0} de tus {1} se convierten en {2} de forma temporal en mitad de la oleada ({3} de {1} = {4} de {2}),{0} de {1} se converte temporariamente em {2} na metade de uma onda ({3} de {1} = {4} de {2}).,{0} von {1} wird zur Halbzeit der Welle vorübergehend in {2} umgewandelt ({3} {1} = {4} {2}),Hücumun yarısında {1} özelliğin {0} oranında {2} olarak değişir ({3} {1} = {4} {2}),{0} di {1} convertito temporaneamente in {2} a metà di un'ondata ({3} {1} = {4} {2}).
EFFECT_HP_SHOP,You buy items using Max HP instead of materials,Vous achetez des objets en utilisant vos PV Max au lieu de matériaux,使用最大生命值替代材料购买道具,材料の代わりに最大HPを使用してアイテムを購入します,재료 대신 최대 HP를 사용해 아이템을 구매합니다,你使用最大HP而非素材來購買道具,Вы покупаете предметы за максимум ОЗ (вместо материалов).,Kupujesz przedmioty korzystając z maks. PZ zamiast materiałów,Compras objetos con tus PS máx. en vez de materiales,Você compra itens usando seu PV máximo em vez de materiais.,Items kosten Max. LP anstelle von Materialien,Malzeme yerine Maks. Sağlık kullanılarak eşya satın alınır,Gli oggetti costano PS massimi invece di materiali.
EFFECT_TORTURE,Restore {0} HP per second. Cannot heal any other way.,Vous récupérez {0} PV par seconde. Vous ne pouvez plus vous guérir autrement.,每秒回复{0}生命值，但无法通过其他途径恢复生命值。,毎秒HPを {0} 回復します。他の方法では回復できません。,초당 {0} HP 회복. 다른 방법으로 치료 불가능.,每秒回復{0}HP。無法以其他任何方法治癒。,Восстанавливает {0} ОЗ в секунду. Вы не сможете лечиться другим способом.,Przywraca {0} PZ na sekundę. Nie leczy w żaden inny sposób.,Restauras {0} PS por segundo. No puedes curarte de otra manera.,Recupera {0} PV por segundo. Não se cura de outras formas.,"Pro Sekunde regenerierst du {0} LP, du kannst dich nicht auf andere Weise heilen",Saniyede {0} Sağlık yeniler. Başka yolla can yenilenmez.,Recuperi {0} PS al secondo. Non hai altri modi di guarire.
EFFECT_RECYCLING_GAINS,Gain {0} more materials from recycling items,Vous gagnez {0} de matériaux supplémentaires en recyclant des objets,回收道具时额外获得{0}个材料,アイテムのリサイクルから取得する材料が {0} 増加します,아이템을 재활용해서 {0}만큼의 재료를 더 얻습니다,回收道具時多獲得{0}個素材,Дает на {0} больше материалов за разбирание предметов.,Przetwarzanie przedmiotów zapewnia ci o {0} szt. materiałów więcej,Obtienes {0} más materiales al reciclar objetos,Ganha mais {0} materiais ao reciclar itens.,Erhalte {0} zusätzliche Materialien durch das Verwerten von Items,Eşyaları geri dönüştürürken {0} fazla malzeme kazanılır,Ottieni {0} materiali in più dal riciclaggio degli oggetti.
EFFECT_ONE_SHOT_TREES,Trees die in one hit,Les arbres meurent en un coup,树木能被一击毙命,1ヒットで木が枯れます,나무는 한 번의 타격에 죽음,樹木被打一下就會死,Деревья уничтожаются за один удар.,Drzewa giną po jednym trafieniu,Los árboles mueren de un golpe,Árvores morrem com um golpe.,Bäume sterben mit einem Treffer,Ağaçlar tek vuruşta ölür,Gli alberi vengono distrutti con un colpo solo.
EFFECT_HP_CAP_AT_CURRENT_VALUE,Your Max HP is capped at its current value [{0}],Vos PV Max sont plafonnés à leur valeur actuelle [{0}],你的最大生命值现在以[{0}]为上限,最大HPは現在の値 [{0}] に制限されています,최대 HP가 현재 값으로 한도가 정해졌습니다 [{0}],你的最大HP現在以[{0}]為上限,Ваш максимум ОЗ будет ограничен его текущим значением ({0}).,Twoje maks. PZ jest ograniczone do aktualnej wartości [{0}],Tus PS máx. están limitados al valor actual [{0}],Seu PV máximo é limitado ao valor atual [{0}].,Deine Max. LP sind auf den aktuellen Wert begrenzt [{0}],Maks. Sağlık şu anda en üst seviyededir [{0}],I tuoi PS massimi non possono superare il valore attuale [{0}].
EFFECT_LOSE_HP_PER_SECOND,You take {0} damage per second (does not give invulnerability time),Vous recevez {0} dégât par seconde (ne donne pas de période d’invincibilité),每秒受到{0}伤害（不给予无敌时间）,毎秒ダメージを {0} 受けます（無敵時間は与えません）,초당 {0}만큼의 대미지를 입습니다 (무적 시간은 주지 않습니다),每秒受到{0}傷害（不給予無敵時間）,Вы получаете {0} урона каждую секунду (не дает временную неуязвимость).,Odnosisz {0} pkt. obrażeń na sekundę (nie zapewnia tymczasowej niezniszczalności),Recibes {0} de daño por segundo (no hay tiempo de invulnerabilidad),Você sofre {0} de dano por segundo (sem tempo de invulnerabilidade).,Du nimmst pro Sekunde {0} Schaden (gewährt keine Unverwundbarkeit),Saniyede {0} hasar alırsın (dokunulmazlık süresi sağlamaz),Subisci {0} danni al secondo (non ti rende invulnerabile).
